CODE_STATION	TYPO_NATIONALE	TG_BV	PERIODE_DEBUT	PERIODE_FIN
03257800	P12-B	NON	1994	1994
03257800	P12-B	NON	1995	1995
03257800	P12-B	NON	1996	1996
03257800	P12-B	NON	1997	1997
03257800	P12-B	NON	1998	1998
03257800	P12-B	NON	1999	1999
03257800	P12-B	NON	2000	2000
03257800	P12-B	NON	2001	2001
03257800	P12-B	NON	2002	2002
03257800	P12-B	NON	2003	2003
03257800	P12-B	NON	2004	2004
03257800	P12-B	NON	2005	2005
03257800	P12-B	NON	2006	2006
03257800	P12-B	NON	2007	2007
03257800	P12-B	NON	2008	2008
03257800	P12-B	NON	2009	2009
03257800	P12-B	NON	2010	2010
03257800	P12-B	NON	2011	2011
03257800	P12-B	NON	2012	2012
03257800	P12-B	NON	2013	2013
03257800	P12-B	NON	2014	2014
03257800	P12-B	NON	2015	2015
03257800	P12-B	NON	2016	2016
03257800	P12-B	NON	2017	2017
03257800	P12-B	NON	2018	2018
03257800	P12-B	NON	2019	2019
03257800	P12-B	NON	2020	2020
03257800	P12-B	NON	2021	2021
03257800	P12-B	NON	2022	2022
03257800	P12-B	NON	2023	2023
03257800	P12-B	NON	2024	2024
03257920	TP12-B	NON	2017	2017
03257920	TP12-B	NON	2018	2018
03257920	TP12-B	NON	2019	2019
03257920	TP12-B	NON	2020	2020
03257920	TP12-B	NON	2021	2021
03257920	TP12-B	NON	2022	2022
03257920	TP12-B	NON	2023	2023
03258000	P12-B	NON	1987	1987
03258000	P12-B	NON	1988	1988
03258000	P12-B	NON	1989	1989
03258000	P12-B	NON	1990	1990
03258000	P12-B	NON	1991	1991
03258000	P12-B	NON	1992	1992
03258000	P12-B	NON	1993	1993
03258000	P12-B	NON	1994	1994
03258000	P12-B	NON	1995	1995
03258000	P12-B	NON	1996	1996
03258000	P12-B	NON	1997	1997
03258000	P12-B	NON	1998	1998
03258000	P12-B	NON	1999	1999
03258000	P12-B	NON	2000	2000
03258000	P12-B	NON	2001	2001
03258000	P12-B	NON	2002	2002
03258000	P12-B	NON	2003	2003
03258000	P12-B	NON	2004	2004
03258000	P12-B	NON	2005	2005
03258000	P12-B	NON	2006	2006
03258000	P12-B	NON	2007	2007
03258000	P12-B	NON	2008	2008
03258000	P12-B	NON	2009	2009
03258000	P12-B	NON	2010	2010
03258000	P12-B	NON	2011	2011
03258000	P12-B	NON	2012	2012
03258000	P12-B	NON	2013	2013
03258000	P12-B	NON	2014	2014
03258000	P12-B	NON	2015	2015
03258000	P12-B	NON	2016	2016
03258000	P12-B	NON	2017	2017
03258000	P12-B	NON	2018	2018
03258000	P12-B	NON	2019	2019
03258000	P12-B	NON	2020	2020
03258000	P12-B	NON	2021	2021
03258000	P12-B	NON	2022	2022
03258000	P12-B	NON	2023	2023
03258235	TP12-B	NON	2016	2016
03258235	TP12-B	NON	2017	2017
03258235	TP12-B	NON	2018	2018
03258235	TP12-B	NON	2019	2019
03258235	TP12-B	NON	2020	2020
03258235	TP12-B	NON	2021	2021
03258235	TP12-B	NON	2022	2022
03258235	TP12-B	NON	2023	2023
03258235	TP12-B	NON	2024	2024
03258260	TP12-B	NON	2017	2017
03258260	TP12-B	NON	2018	2018
03258260	TP12-B	NON	2019	2019
03258260	TP12-B	NON	2020	2020
03258260	TP12-B	NON	2021	2021
03258260	TP12-B	NON	2022	2022
03258260	TP12-B	NON	2023	2023
03258300	P12-B	NON	2010	2010
03258300	P12-B	NON	2011	2011
03258300	P12-B	NON	2012	2012
03258300	P12-B	NON	2013	2013
03258300	P12-B	NON	2014	2014
03258300	P12-B	NON	2015	2015
03258300	P12-B	NON	2016	2016
03258300	P12-B	NON	2017	2017
03258300	P12-B	NON	2018	2018
03258300	P12-B	NON	2019	2019
03258300	P12-B	NON	2020	2020
03258300	P12-B	NON	2021	2021
03258300	P12-B	NON	2022	2022
03258300	P12-B	NON	2023	2023
03258420	TP12-B	NON	2016	2016
03258420	TP12-B	NON	2017	2017
03258420	TP12-B	NON	2018	2018
03258420	TP12-B	NON	2019	2019
03258420	TP12-B	NON	2020	2020
03258420	TP12-B	NON	2021	2021
03258500	TP12-B	NON	2019	2019
03258500	TP12-B	NON	2020	2020
03258500	TP12-B	NON	2021	2021
03258500	TP12-B	NON	2022	2022
03258500	TP12-B	NON	2023	2023
03258500	TP12-B	NON	2024	2024
03258850	TP12-B	NON	2015	2015
03258850	TP12-B	NON	2016	2016
03258850	TP12-B	NON	2017	2017
03258850	TP12-B	NON	2018	2018
03258850	TP12-B	NON	2019	2019
03258850	TP12-B	NON	2020	2020
03258850	TP12-B	NON	2021	2021
03258850	TP12-B	NON	2022	2022
03258850	TP12-B	NON	2023	2023
03259000	TP12-B	NON	2012	2012
03259000	TP12-B	NON	2013	2013
03259000	TP12-B	NON	2014	2014
03259000	TP12-B	NON	2015	2015
03259000	TP12-B	NON	2016	2016
03259000	TP12-B	NON	2017	2017
03259000	TP12-B	NON	2018	2018
03259000	TP12-B	NON	2019	2019
03259240	P12-B	NON	2012	2012
03259350	TP12-B	NON	2016	2016
03259350	TP12-B	NON	2017	2017
03259350	TP12-B	NON	2018	2018
03259350	TP12-B	NON	2019	2019
03259350	TP12-B	NON	2020	2020
03259350	TP12-B	NON	2021	2021
03259350	TP12-B	NON	2022	2022
03259350	TP12-B	NON	2023	2023
03259550	TP12-B	NON	2017	2017
03259550	TP12-B	NON	2018	2018
03259550	TP12-B	NON	2019	2019
03259550	TP12-B	NON	2020	2020
03259550	TP12-B	NON	2021	2021
03259550	TP12-B	NON	2022	2022
03259550	TP12-B	NON	2023	2023
03259850	TP12-B	NON	2016	2016
03259850	TP12-B	NON	2017	2017
03259850	TP12-B	NON	2018	2018
03259850	TP12-B	NON	2019	2019
03259850	TP12-B	NON	2020	2020
03259850	TP12-B	NON	2021	2021
03259850	TP12-B	NON	2022	2022
03259850	TP12-B	NON	2023	2023
03259850	TP12-B	NON	2024	2024
03260000	P12-B	NON	2010	2010
03260000	P12-B	NON	2011	2011
03260000	P12-B	NON	2012	2012
03260000	P12-B	NON	2013	2013
03260000	P12-B	NON	2014	2014
03260000	P12-B	NON	2015	2015
03260000	P12-B	NON	2016	2016
03260000	P12-B	NON	2017	2017
03260000	P12-B	NON	2018	2018
03260000	P12-B	NON	2019	2019
03260000	P12-B	NON	2020	2020
03260000	P12-B	NON	2021	2021
03260000	P12-B	NON	2022	2022
03260000	P12-B	NON	2023	2023
03261000	TP12-B	NON	2019	2019
03261180	TP12-B	NON	2015	2015
03261180	TP12-B	NON	2016	2016
03261180	TP12-B	NON	2017	2017
03261180	TP12-B	NON	2018	2018
03261180	TP12-B	NON	2019	2019
03261180	TP12-B	NON	2020	2020
03261180	TP12-B	NON	2021	2021
03261180	TP12-B	NON	2022	2022
03261180	TP12-B	NON	2023	2023
03261600	TP12-B	NON	2005	2005
03261600	TP12-B	NON	2006	2006
03261600	TP12-B	NON	2007	2007
03261600	TP12-B	NON	2008	2008
03261600	TP12-B	NON	2009	2009
03261600	TP12-B	NON	2010	2010
03261600	TP12-B	NON	2011	2011
03261600	TP12-B	NON	2012	2012
03261600	TP12-B	NON	2013	2013
03261600	TP12-B	NON	2014	2014
03261600	TP12-B	NON	2015	2015
03261600	TP12-B	NON	2016	2016
03261600	TP12-B	NON	2017	2017
03261600	TP12-B	NON	2018	2018
03261600	TP12-B	NON	2019	2019
03261600	TP12-B	NON	2020	2020
03261600	TP12-B	NON	2021	2021
03261600	TP12-B	NON	2022	2022
03261600	TP12-B	NON	2023	2023
03261600	TP12-B	NON	2024	2024
03261760	TP12-B	NON	1987	1987
03261760	TP12-B	NON	1988	1988
03261760	TP12-B	NON	1989	1989
03261760	TP12-B	NON	1990	1990
03261760	TP12-B	NON	1991	1991
03261760	TP12-B	NON	1992	1992
03261760	TP12-B	NON	1993	1993
03261760	TP12-B	NON	1994	1994
03261760	TP12-B	NON	1995	1995
03261760	TP12-B	NON	1996	1996
03261760	TP12-B	NON	1997	1997
03261760	TP12-B	NON	1998	1998
03261760	TP12-B	NON	1999	1999
03261760	TP12-B	NON	2000	2000
03261760	TP12-B	NON	2001	2001
03261760	TP12-B	NON	2002	2002
03261760	TP12-B	NON	2003	2003
03261760	TP12-B	NON	2004	2004
03261760	TP12-B	NON	2005	2005
03261760	TP12-B	NON	2006	2006
03261760	TP12-B	NON	2007	2007
03261760	TP12-B	NON	2008	2008
03261760	TP12-B	NON	2009	2009
03261760	TP12-B	NON	2010	2010
03261760	TP12-B	NON	2011	2011
03261760	TP12-B	NON	2012	2012
03261760	TP12-B	NON	2013	2013
03261760	TP12-B	NON	2014	2014
03261760	TP12-B	NON	2015	2015
03261760	TP12-B	NON	2016	2016
03261760	TP12-B	NON	2017	2017
03261760	TP12-B	NON	2018	2018
03261760	TP12-B	NON	2019	2019
03261760	TP12-B	NON	2020	2020
03261760	TP12-B	NON	2021	2021
03261760	TP12-B	NON	2022	2022
03261785	TP12-B	NON	2017	2017
03261785	TP12-B	NON	2018	2018
03261785	TP12-B	NON	2019	2019
03261785	TP12-B	NON	2020	2020
03261785	TP12-B	NON	2021	2021
03261785	TP12-B	NON	2022	2022
03261785	TP12-B	NON	2023	2023
03262000	TP12-B	NON	2010	2010
03262000	TP12-B	NON	2011	2011
03262000	TP12-B	NON	2012	2012
03262000	TP12-B	NON	2013	2013
03262000	TP12-B	NON	2014	2014
03262000	TP12-B	NON	2015	2015
03262000	TP12-B	NON	2016	2016
03262000	TP12-B	NON	2017	2017
03262000	TP12-B	NON	2018	2018
03262000	TP12-B	NON	2019	2019
03262000	TP12-B	NON	2020	2020
03262000	TP12-B	NON	2021	2021
03262000	TP12-B	NON	2022	2022
03262000	TP12-B	NON	2023	2023
03262430	TP12-B	NON	2012	2012
03262430	TP12-B	NON	2013	2013
03262430	TP12-B	NON	2014	2014
03262430	TP12-B	NON	2015	2015
03262430	TP12-B	NON	2016	2016
03262430	TP12-B	NON	2017	2017
03262430	TP12-B	NON	2018	2018
03262430	TP12-B	NON	2019	2019
03262430	TP12-B	NON	2020	2020
03262430	TP12-B	NON	2021	2021
03262430	TP12-B	NON	2022	2022
03262430	TP12-B	NON	2023	2023
03262780	TP12-B	NON	2017	2017
03262780	TP12-B	NON	2018	2018
03262780	TP12-B	NON	2019	2019
03262780	TP12-B	NON	2020	2020
03262780	TP12-B	NON	2021	2021
03262780	TP12-B	NON	2022	2022
03262780	TP12-B	NON	2023	2023
03262780	TP12-B	NON	2024	2024
03263028	TP12-B	NON	1987	1987
03263028	TP12-B	NON	1988	1988
03263028	TP12-B	NON	1989	1989
03263028	TP12-B	NON	1990	1990
03263028	TP12-B	NON	1991	1991
03263028	TP12-B	NON	1992	1992
03263028	TP12-B	NON	1993	1993
03263028	TP12-B	NON	1994	1994
03263028	TP12-B	NON	1995	1995
03263028	TP12-B	NON	1996	1996
03263028	TP12-B	NON	1997	1997
03263028	TP12-B	NON	1998	1998
03263028	TP12-B	NON	1999	1999
03263028	TP12-B	NON	2000	2000
03263028	TP12-B	NON	2001	2001
03263028	TP12-B	NON	2002	2002
03263028	TP12-B	NON	2003	2003
03263028	TP12-B	NON	2004	2004
03263028	TP12-B	NON	2005	2005
03263028	TP12-B	NON	2006	2006
03263028	TP12-B	NON	2007	2007
03263028	TP12-B	NON	2008	2008
03263028	TP12-B	NON	2009	2009
03263028	TP12-B	NON	2010	2010
03263028	TP12-B	NON	2011	2011
03263028	TP12-B	NON	2012	2012
03263028	TP12-B	NON	2013	2013
03263028	TP12-B	NON	2014	2014
03263028	TP12-B	NON	2015	2015
03263028	TP12-B	NON	2016	2016
03263028	TP12-B	NON	2017	2017
03263028	TP12-B	NON	2018	2018
03263028	TP12-B	NON	2019	2019
03263028	TP12-B	NON	2020	2020
03263028	TP12-B	NON	2021	2021
03263028	TP12-B	NON	2022	2022
03263028	TP12-B	NON	2023	2023
03263100	TP12-B	NON	2018	2018
03263100	TP12-B	NON	2019	2019
03263400	TP12-B	NON	2013	2013
03263400	TP12-B	NON	2014	2014
03263400	TP12-B	NON	2015	2015
03263400	TP12-B	NON	2016	2016
03263400	TP12-B	NON	2017	2017
03263400	TP12-B	NON	2018	2018
03263400	TP12-B	NON	2019	2019
03263400	TP12-B	NON	2020	2020
03263400	TP12-B	NON	2021	2021
03263400	TP12-B	NON	2022	2022
03263400	TP12-B	NON	2023	2023
03263500	TP12-B	NON	2014	2014
03263500	TP12-B	NON	2015	2015
03263500	TP12-B	NON	2016	2016
03263500	TP12-B	NON	2017	2017
03263500	TP12-B	NON	2018	2018
03263500	TP12-B	NON	2019	2019
03263500	TP12-B	NON	2020	2020
03263500	TP12-B	NON	2021	2021
03263610	TP12-B	NON	2016	2016
03263610	TP12-B	NON	2017	2017
03263610	TP12-B	NON	2018	2018
03263610	TP12-B	NON	2019	2019
03263610	TP12-B	NON	2020	2020
03263610	TP12-B	NON	2021	2021
03263610	TP12-B	NON	2022	2022
03264000	TP12-B	NON	2007	2007
03264000	TP12-B	NON	2008	2008
03264000	TP12-B	NON	2009	2009
03264000	TP12-B	NON	2010	2010
03264000	TP12-B	NON	2011	2011
03264000	TP12-B	NON	2012	2012
03264000	TP12-B	NON	2013	2013
03264000	TP12-B	NON	2014	2014
03264000	TP12-B	NON	2015	2015
03264000	TP12-B	NON	2016	2016
03264000	TP12-B	NON	2017	2017
03264000	TP12-B	NON	2018	2018
03264000	TP12-B	NON	2019	2019
03264000	TP12-B	NON	2020	2020
03264000	TP12-B	NON	2021	2021
03264000	TP12-B	NON	2022	2022
03264000	TP12-B	NON	2023	2023
03264000	TP12-B	NON	2024	2024
03264000	TP12-B	NON	2025	2025
03264050	TP12-B	NON	2015	2015
03264050	TP12-B	NON	2016	2016
03264050	TP12-B	NON	2017	2017
03264050	TP12-B	NON	2018	2018
03264050	TP12-B	NON	2019	2019
03264050	TP12-B	NON	2020	2020
03264050	TP12-B	NON	2021	2021
03264050	TP12-B	NON	2022	2022
03264150	TP12-B	NON	2017	2017
03264150	TP12-B	NON	2018	2018
03264150	TP12-B	NON	2019	2019
03264150	TP12-B	NON	2020	2020
03264150	TP12-B	NON	2021	2021
03264150	TP12-B	NON	2022	2022
03264150	TP12-B	NON	2023	2023
03264150	TP12-B	NON	2024	2024
03264250	TP12-B	NON	2015	2015
03264250	TP12-B	NON	2016	2016
03264250	TP12-B	NON	2017	2017
03264250	TP12-B	NON	2018	2018
03264250	TP12-B	NON	2019	2019
03264250	TP12-B	NON	2020	2020
03264250	TP12-B	NON	2021	2021
03264250	TP12-B	NON	2022	2022
03264250	TP12-B	NON	2023	2023
03264275	TP12-B	NON	2019	2019
03264275	TP12-B	NON	2020	2020
03264275	TP12-B	NON	2021	2021
03264275	TP12-B	NON	2022	2022
03264275	TP12-B	NON	2023	2023
03264375	TP12-B	NON	2013	2013
03264375	TP12-B	NON	2014	2014
03264375	TP12-B	NON	2015	2015
03264375	TP12-B	NON	2016	2016
03264375	TP12-B	NON	2017	2017
03264375	TP12-B	NON	2018	2018
03264375	TP12-B	NON	2019	2019
03264375	TP12-B	NON	2020	2020
03264375	TP12-B	NON	2021	2021
03264390	TP12-B	NON	2023	2023
03264430	TP12-B	NON	2015	2015
03264430	TP12-B	NON	2016	2016
03264430	TP12-B	NON	2017	2017
03264430	TP12-B	NON	2018	2018
03264430	TP12-B	NON	2019	2019
03264430	TP12-B	NON	2020	2020
03264430	TP12-B	NON	2021	2021
03264430	TP12-B	NON	2022	2022
03264430	TP12-B	NON	2023	2023
03264520	TP12-B	NON	2012	2012
03264560	TP12-B	NON	2016	2016
03264560	TP12-B	NON	2017	2017
03264560	TP12-B	NON	2018	2018
03264560	TP12-B	NON	2019	2019
03264560	TP12-B	NON	2020	2020
03264560	TP12-B	NON	2021	2021
03264560	TP12-B	NON	2022	2022
03264560	TP12-B	NON	2023	2023
03264840	TP12-B	NON	2015	2015
03264840	TP12-B	NON	2016	2016
03264840	TP12-B	NON	2017	2017
03264840	TP12-B	NON	2018	2018
03264840	TP12-B	NON	2019	2019
03264840	TP12-B	NON	2020	2020
03264840	TP12-B	NON	2021	2021
03264840	TP12-B	NON	2022	2022
03264920	TP12-B	NON	2015	2015
03264920	TP12-B	NON	2016	2016
03264920	TP12-B	NON	2017	2017
03264920	TP12-B	NON	2018	2018
03264920	TP12-B	NON	2019	2019
03264920	TP12-B	NON	2020	2020
03264920	TP12-B	NON	2021	2021
03264940	TP12-B	NON	2018	2018
03264940	TP12-B	NON	2019	2019
03264940	TP12-B	NON	2020	2020
03264940	TP12-B	NON	2021	2021
03264940	TP12-B	NON	2022	2022
03264940	TP12-B	NON	2023	2023
03264965	P12-B	NON	1987	1987
03264965	P12-B	NON	1988	1988
03264965	P12-B	NON	1989	1989
03264965	P12-B	NON	1990	1990
03264965	P12-B	NON	1991	1991
03264965	P12-B	NON	1992	1992
03264965	P12-B	NON	1993	1993
03264965	P12-B	NON	1994	1994
03264965	P12-B	NON	1995	1995
03264965	P12-B	NON	1996	1996
03264965	P12-B	NON	1997	1997
03264965	P12-B	NON	1998	1998
03264965	P12-B	NON	1999	1999
03264965	P12-B	NON	2000	2000
03264965	P12-B	NON	2001	2001
03264965	P12-B	NON	2002	2002
03264965	P12-B	NON	2003	2003
03264965	P12-B	NON	2004	2004
03264965	P12-B	NON	2005	2005
03264965	P12-B	NON	2006	2006
03264965	P12-B	NON	2007	2007
03264965	P12-B	NON	2008	2008
03264965	P12-B	NON	2009	2009
03264965	P12-B	NON	2010	2010
03264965	P12-B	NON	2011	2011
03264965	P12-B	NON	2012	2012
03264965	P12-B	NON	2013	2013
03264965	P12-B	NON	2014	2014
03264965	P12-B	NON	2015	2015
03264965	P12-B	NON	2016	2016
03264965	P12-B	NON	2017	2017
03264965	P12-B	NON	2018	2018
03264965	P12-B	NON	2019	2019
03264965	P12-B	NON	2020	2020
03264965	P12-B	NON	2021	2021
03264965	P12-B	NON	2022	2022
03264965	P12-B	NON	2023	2023
03264965	P12-B	NON	2024	2024
03264965	P12-B	NON	2025	2025
03265000	P12-B	NON	2012	2012
03265000	P12-B	NON	2013	2013
03265000	P12-B	NON	2014	2014
03265000	P12-B	NON	2015	2015
03265000	P12-B	NON	2016	2016
03265000	P12-B	NON	2017	2017
03265000	P12-B	NON	2018	2018
03265000	P12-B	NON	2019	2019
03265000	P12-B	NON	2020	2020
03265000	P12-B	NON	2021	2021
03265000	P12-B	NON	2022	2022
03265000	P12-B	NON	2023	2023
03265240	TP12-B	NON	2012	2012
03265240	TP12-B	NON	2013	2013
03265240	TP12-B	NON	2014	2014
03265240	TP12-B	NON	2015	2015
03265240	TP12-B	NON	2016	2016
03265240	TP12-B	NON	2017	2017
03265240	TP12-B	NON	2018	2018
03265240	TP12-B	NON	2019	2019
03265240	TP12-B	NON	2020	2020
03265240	TP12-B	NON	2021	2021
03265240	TP12-B	NON	2022	2022
03265330	P12-B	NON	1982	1982
03265330	P12-B	NON	1983	1983
03265330	P12-B	NON	1984	1984
03265330	P12-B	NON	1985	1985
03265330	P12-B	NON	1986	1986
03265330	P12-B	NON	1987	1987
03265330	P12-B	NON	1988	1988
03265330	P12-B	NON	1989	1989
03265330	P12-B	NON	1990	1990
03265330	P12-B	NON	1991	1991
03265330	P12-B	NON	1992	1992
03265330	P12-B	NON	1993	1993
03265330	P12-B	NON	1994	1994
03265330	P12-B	NON	1995	1995
03265330	P12-B	NON	1996	1996
03265330	P12-B	NON	1997	1997
03265330	P12-B	NON	1998	1998
03265330	P12-B	NON	1999	1999
03265330	P12-B	NON	2000	2000
03265330	P12-B	NON	2001	2001
03265330	P12-B	NON	2002	2002
03265330	P12-B	NON	2003	2003
03265330	P12-B	NON	2004	2004
03265330	P12-B	NON	2005	2005
03265330	P12-B	NON	2006	2006
03265330	P12-B	NON	2007	2007
03265330	P12-B	NON	2008	2008
03265330	P12-B	NON	2009	2009
03265330	P12-B	NON	2010	2010
03265330	P12-B	NON	2011	2011
03265330	P12-B	NON	2012	2012
03265330	P12-B	NON	2013	2013
03265330	P12-B	NON	2014	2014
03265330	P12-B	NON	2015	2015
03265330	P12-B	NON	2016	2016
03265330	P12-B	NON	2017	2017
03265330	P12-B	NON	2018	2018
03265330	P12-B	NON	2019	2019
03265330	P12-B	NON	2020	2020
03265330	P12-B	NON	2021	2021
03265330	P12-B	NON	2022	2022
03265330	P12-B	NON	2023	2023
03265330	P12-B	NON	2024	2024
03265334	TP12-B	NON	2023	2023
03265385	TP12-B	NON	1988	1988
03265385	TP12-B	NON	1989	1989
03265385	TP12-B	NON	1990	1990
03265385	TP12-B	NON	1991	1991
03265385	TP12-B	NON	1992	1992
03265385	TP12-B	NON	1993	1993
03265385	TP12-B	NON	1994	1994
03265385	TP12-B	NON	1995	1995
03265385	TP12-B	NON	1996	1996
03265385	TP12-B	NON	1997	1997
03265385	TP12-B	NON	1998	1998
03265385	TP12-B	NON	1999	1999
03265385	TP12-B	NON	2000	2000
03265385	TP12-B	NON	2001	2001
03265385	TP12-B	NON	2002	2002
03265385	TP12-B	NON	2003	2003
03265385	TP12-B	NON	2004	2004
03265385	TP12-B	NON	2005	2005
03265385	TP12-B	NON	2006	2006
03265385	TP12-B	NON	2007	2007
03265385	TP12-B	NON	2008	2008
03265385	TP12-B	NON	2009	2009
03265385	TP12-B	NON	2010	2010
03265385	TP12-B	NON	2011	2011
03265385	TP12-B	NON	2012	2012
03265385	TP12-B	NON	2013	2013
03265385	TP12-B	NON	2014	2014
03265385	TP12-B	NON	2015	2015
03265385	TP12-B	NON	2016	2016
03265385	TP12-B	NON	2017	2017
03265385	TP12-B	NON	2018	2018
03265385	TP12-B	NON	2019	2019
03265385	TP12-B	NON	2020	2020
03265385	TP12-B	NON	2021	2021
03265385	TP12-B	NON	2022	2022
03265385	TP12-B	NON	2023	2023
03265480	TP12-A	NON	2019	2019
03265575	TP12-B	NON	2015	2015
03265575	TP12-B	NON	2016	2016
03265575	TP12-B	NON	2017	2017
03265575	TP12-B	NON	2018	2018
03265575	TP12-B	NON	2019	2019
03265575	TP12-B	NON	2020	2020
03265575	TP12-B	NON	2021	2021
03265575	TP12-B	NON	2022	2022
03265600	P12-B	NON	1982	1982
03265600	P12-B	NON	1983	1983
03265600	P12-B	NON	1984	1984
03265600	P12-B	NON	1985	1985
03265600	P12-B	NON	1986	1986
03265600	P12-B	NON	1987	1987
03265600	P12-B	NON	1988	1988
03265600	P12-B	NON	1989	1989
03265600	P12-B	NON	1990	1990
03265600	P12-B	NON	1991	1991
03265600	P12-B	NON	1992	1992
03265600	P12-B	NON	1993	1993
03265600	P12-B	NON	1994	1994
03265600	P12-B	NON	1995	1995
03265600	P12-B	NON	1996	1996
03265600	P12-B	NON	1997	1997
03265600	P12-B	NON	1998	1998
03265600	P12-B	NON	1999	1999
03265600	P12-B	NON	2000	2000
03265600	P12-B	NON	2001	2001
03265600	P12-B	NON	2002	2002
03265600	P12-B	NON	2003	2003
03265600	P12-B	NON	2004	2004
03265600	P12-B	NON	2005	2005
03265600	P12-B	NON	2006	2006
03265600	P12-B	NON	2007	2007
03265600	P12-B	NON	2008	2008
03265600	P12-B	NON	2009	2009
03265600	P12-B	NON	2010	2010
03265600	P12-B	NON	2011	2011
03265600	P12-B	NON	2012	2012
03265600	P12-B	NON	2013	2013
03265600	P12-B	NON	2014	2014
03265600	P12-B	NON	2015	2015
03265600	P12-B	NON	2016	2016
03265600	P12-B	NON	2017	2017
03265600	P12-B	NON	2018	2018
03265600	P12-B	NON	2019	2019
03265600	P12-B	NON	2020	2020
03265600	P12-B	NON	2021	2021
03265600	P12-B	NON	2022	2022
03265600	P12-B	NON	2023	2023
03265600	P12-B	NON	2024	2024
03265710	TP12-B	NON	2012	2012
03265710	TP12-B	NON	2013	2013
03265710	TP12-B	NON	2014	2014
03265710	TP12-B	NON	2015	2015
03265710	TP12-B	NON	2016	2016
03265710	TP12-B	NON	2017	2017
03265710	TP12-B	NON	2018	2018
03265710	TP12-B	NON	2019	2019
03265710	TP12-B	NON	2020	2020
03265710	TP12-B	NON	2021	2021
03265710	TP12-B	NON	2022	2022
03265710	TP12-B	NON	2023	2023
03265710	TP12-B	NON	2024	2024
03265710	TP12-B	NON	2025	2025
03265820	TP12-B	NON	2018	2018
03265820	TP12-B	NON	2019	2019
03265820	TP12-B	NON	2020	2020
03265820	TP12-B	NON	2021	2021
03265820	TP12-B	NON	2022	2022
03265820	TP12-B	NON	2023	2023
03265820	TP12-B	NON	2024	2024
03265950	TP12-B	NON	2019	2019
03265950	TP12-B	NON	2020	2020
03265950	TP12-B	NON	2021	2021
03265950	TP12-B	NON	2022	2022
03265950	TP12-B	NON	2023	2023
03265993	P12-B	NON	1988	1988
03265993	P12-B	NON	1989	1989
03265993	P12-B	NON	1990	1990
03265993	P12-B	NON	1991	1991
03265993	P12-B	NON	1992	1992
03265993	P12-B	NON	1993	1993
03265993	P12-B	NON	1994	1994
03265993	P12-B	NON	1995	1995
03265993	P12-B	NON	1996	1996
03265993	P12-B	NON	1997	1997
03265993	P12-B	NON	1998	1998
03265993	P12-B	NON	1999	1999
03265993	P12-B	NON	2000	2000
03265993	P12-B	NON	2001	2001
03265993	P12-B	NON	2002	2002
03265993	P12-B	NON	2003	2003
03265993	P12-B	NON	2004	2004
03265993	P12-B	NON	2005	2005
03265993	P12-B	NON	2006	2006
03265993	P12-B	NON	2007	2007
03265993	P12-B	NON	2008	2008
03265993	P12-B	NON	2009	2009
03265993	P12-B	NON	2010	2010
03265993	P12-B	NON	2011	2011
03265993	P12-B	NON	2012	2012
03265993	P12-B	NON	2013	2013
03265993	P12-B	NON	2014	2014
03265993	P12-B	NON	2015	2015
03265993	P12-B	NON	2016	2016
03265993	P12-B	NON	2017	2017
03265993	P12-B	NON	2018	2018
03265993	P12-B	NON	2019	2019
03265993	P12-B	NON	2020	2020
03265993	P12-B	NON	2021	2021
03265993	P12-B	NON	2022	2022
03265993	P12-B	NON	2023	2023
03265993	P12-B	NON	2024	2024
03265993	P12-B	NON	2025	2025
03265996	M12-B	NON	2012	2012
03265996	M12-B	NON	2013	2013
03265996	M12-B	NON	2014	2014
03265996	M12-B	NON	2015	2015
03265996	M12-B	NON	2016	2016
03265996	M12-B	NON	2017	2017
03266100	TP12-B	NON	2024	2024
03266200	M12-B	NON	2021	2021
03266200	M12-B	NON	2022	2022
03266200	M12-B	NON	2023	2023
03266350	TP12-B	NON	2014	2014
03266350	TP12-B	NON	2015	2015
03266350	TP12-B	NON	2016	2016
03266350	TP12-B	NON	2017	2017
03266350	TP12-B	NON	2018	2018
03266350	TP12-B	NON	2019	2019
03266826	TP12-B	NON	1988	1988
03266826	TP12-B	NON	1989	1989
03266826	TP12-B	NON	1990	1990
03266826	TP12-B	NON	1991	1991
03266826	TP12-B	NON	1992	1992
03266826	TP12-B	NON	1993	1993
03266826	TP12-B	NON	1994	1994
03266826	TP12-B	NON	1995	1995
03266826	TP12-B	NON	1996	1996
03266826	TP12-B	NON	1997	1997
03266826	TP12-B	NON	1998	1998
03266826	TP12-B	NON	1999	1999
03266826	TP12-B	NON	2000	2000
03266826	TP12-B	NON	2001	2001
03266826	TP12-B	NON	2002	2002
03266826	TP12-B	NON	2003	2003
03266826	TP12-B	NON	2004	2004
03266826	TP12-B	NON	2005	2005
03266826	TP12-B	NON	2006	2006
03266826	TP12-B	NON	2007	2007
03266826	TP12-B	NON	2008	2008
03266826	TP12-B	NON	2009	2009
03266826	TP12-B	NON	2010	2010
03266826	TP12-B	NON	2011	2011
03266826	TP12-B	NON	2012	2012
03266826	TP12-B	NON	2013	2013
03266826	TP12-B	NON	2014	2014
03266826	TP12-B	NON	2015	2015
03266826	TP12-B	NON	2016	2016
03266826	TP12-B	NON	2017	2017
03266826	TP12-B	NON	2018	2018
03266826	TP12-B	NON	2019	2019
